text,label
 is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/3cOsMwidYM,0
An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  ,1
I know  can't just go and my  will always rear it's ugly head. But I need to get better.,1
"Overall, right now, and that's what matters, I am happier and stronger than I was on the same day last year  ",0
"I managed a continuous 118 day remission in  in 2016,though it was preceded by one of the longest&toughest episodes of depression",0
Less than an hour into the year & someone has already upset me. Just put me down ???§   ,0
"Dissociation is quite something. Weird to be disconnected from internal feeling, the senses and the environment. Bless serotonin ",0
"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH",0
"Happy New Year!! Here's to 2017, believe me, it can't go any worse than 2016 did. Yay for 2017! Lol.  ",0
30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,1
Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does.  ,0
"Only difference being that now I hurt more than so, because  led me to vertebral, sacral, radial fractures. GG N1 2016.",1
Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,1
Huhhh fuck... wish me luck!   ,0
"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. ",1
"âI didnât want to wake up. I was having a much better time asleep. And thatâs really sad."" ",1
Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings ,1
to all of you with  and  who aren't looking forward to the new year. You aren't alone??feel free to message me if you want,0
Cultivate supportive relationships in order to end ,0
Trying my best to function as a normal human being. Feeling like a zombie.  ,1
I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,1
I'm feeling a little down.. Time for bed.   ,1
Sadness overcomes. Darkness beats light. Numbness is relief.  ,1
"Jesus I love it when people say ""don't be such a d-buzz just be happier"". Omg I never thought of that! Hey a cure   pic.twitter.com/vXagPPBCKH",0
Something nobody will read   .  pic.twitter.com/XQ5Qtey1B4,0
Getting a temporary break in the  to enjoy Rounda Rousey's loss ??? Abusive bitch deserved it. ,0
This loneliness is a black hole in which I cannot seem to escape... ,1
When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  ,1
"Try to understand the blackness, lethargy, hopelessness, and loneliness theyâre going through. ",0
When ur father AND ur brother lost our transport card...    pic.twitter.com/ZvFZbIgIvo,0
Just read that isolation can lead to ?????????? I've never seen another human in my LIFE and I am FINE AhahhahahaHA,0
38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,1
Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,1
And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1
Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,1
Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71,1
Someone quoted and hash tagged one of my tweets once with ,0
"Too much tasks at work can cause stress, , and even poor performance",0
"I really need to know which  composer wrote ""Bubbles,"" if only to know who to blame for my week-long melancholy... ",0
Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK,1
I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,1
Anger replaced by love = calming. If we love Him all things (& whatever angers you) will work together for good.  ,0
 therapy could be an effective option for treating  in adolescents.  pic.twitter.com/Dqo97PbLfn,0
I just want someone to look at me and be proud...I want to feel loved again...,1
"Sometimes tears are hard to dry wanting only to say goodbye, there's too much to do so let this life live for you. ?© ",0
Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,1
 can be treated and you can feel better,0
The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ,1
"Hate having , feels like I'm on an out of control roller coaster! ???­ Keep being told 'snap out of it' - If only it was that easy!",1
Glad the way eastenders is doing Lee's storyline   ,0
  I am legitimately afraid of using social media. Too neurotic.,0
it does but it's not   pic.twitter.com/NdjFnOqSFP,0
"On topic of famous people , apparently stuff needs to be put in place for mental illness. What about non famous people ",0
Tripped hard today! This is promising!   ,1
if i'd known it was going to go from 78 & sunny yesterday to 61 & cloudy today i still wouldn't have done anything differently ,0
"After reading about  in academia, I feel like secretly hanging up some posters about the topic around my old university ...",0
"You aren't worthless, you are priceless You are important to someone and they'd miss you if you were gone   ",0
"We are open all through this  for info, advice or even a chat: 0800 4 70 80 90    pic.twitter.com/0g6kGdIoPI",0
"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â¦",0
Happy New Year from !  We hope it is a year filled with joy and that we can work together to tackle  in Australia  pic.twitter.com/zMsgPqkfbi,0
"""Beautiful, delightful, noble, memorable, as is the world, I yet am well content in my shady crevice"" Christina Rossetti  ",0
Loneliness causes so much pain. Besides it teaches u how to overcome all the pains.   pic.twitter.com/gZA1jsFI54,0
Don't let panic and  cause you to say YES to someone when everything within you is saying NO!,0
"Christmas means ""Love Actually"" for me.    ??¥?????­",0
Not a new thing Am use to it  â feeling lonely,1
"What is the base of the power? When it can be definite ""power""?The loneliness or the company create it?   ",0
"People experience ,  in old age, for living alone or due to lack of close family ties and connections.  pic.twitter.com/dlGIALueNn",0
"Is it a crime to have few friends, to be sensitive to overwhelming problems and injustice in the world? Hope no.  ",0
God's  is the antidote to . He will never leave us. ,0
I feel like people only ever text me when I'm sleeping  ,0
"So, apart from one 10 minute medical appointment, I haven't seen or spoken to another person since Sunday.   ",1
"After the decorations come down,  remains issue for  Regular  makes a huge difference pic.twitter.com/8DMFzQqK3m",0
"I have , but feel . ",1
" is REAL... and all I wanted was a ""Drake Hug"" ???©???©???©????????????  pic.twitter.com/aE4zsPAx0p",0
To get close to another you have to take off your armor. It takes more  to be soft than tough.  reduces ,0
Find the lost and the lonely. They need you.    pic.twitter.com/BtM7BpcUGQ,0
Travelling state of mind.     pic.twitter.com/3xKR0fgmET,0
just tryna talk to somone and they got to be confused about it huhhhhhhhh life it boring as hell ,0
I wish I was successful with women ????   ,1
 and the feeling of being unwanted is the most terrible .   Mother Teresa,0
I just had another one of my breakdowns. I saw it coming. I've been feeling it for days. Back in isolation I go!  ,1
I guess I'm just not the kind of person you wanna hang out with...  ,1
"I feel like I'm well-liked as well. I mean, I seriously doubt anyone would describe me as anything but kind.  ",1
Loneliness is what that happens in silence When darkness creeps towards the - Deep Corridors of mind Without disturbing anyone ,0
Publicity before Christmas about loneliness. How many loneliness projects were open on Christmas day I wonder?  ,0
What do you think?  or ? Something else? pic.twitter.com/FNM1aQ1Rqi,0
Did anyone call and chat with someone who was alone over Christmas?  ,0
Loneliness isn't about being alone it's not being anybody's priority  is a problem that faces us all reach out and make contact????£,0
Social connections are important throughout our lives!     pic.twitter.com/TpvuN7eGQv,0
Heard a person detailing his branded cloths arrogantly today. It sounded more like him wearing  instead of cloths. ,0
"nobody could ever know the hidden pain or the hidden  or the hidden ,,,,, but ..",0
